annotation.is_fraud,annotation.fraud_type,annotation.fraud_labels.transaction_upi_fraud,annotation.fraud_labels.transaction_card_fraud,annotation.fraud_labels.transaction_bank_transfer,annotation.fraud_labels.commerce_nondelivery,annotation.fraud_labels.commerce_fake_seller,annotation.fraud_labels.credential_phishing,annotation.fraud_labels.social_authority_scam,annotation.fraud_labels.social_urgency_scam,annotation.fraud_labels.meta_victim_story,annotation.fraud_labels.meta_fraud_question,annotation.key_features.payment_method,annotation.key_features.fraud_channel,annotation.key_features.victim_action,annotation.key_features.request_type,annotation.key_features.impersonated_entity,annotation.key_features.amount_mentioned,annotation.key_features.currency,annotation.key_features.urgency_level,annotation.psychological_tactics.urgency,annotation.psychological_tactics.fear,annotation.psychological_tactics.authority,annotation.psychological_tactics.reward,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,0,0,0,0,0,0,0,upi | card | bank | crypto | gift_card | unknown | none,sms | email | phone | social_media | website | app | unknown | none,sent_money | shared_credentials | clicked_link | installed_app | none | unknown,payment | verification | login | download | none | unknown,bank | government | company | individual | none | unknown,,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,0,0,0,0,0,1,0,0,upi,phone,none,none,unknown,unknown,unknown,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,0,0,0,0,0,0,0,unknown,sms,none,none,unknown,,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,0,0,0,0,0,0,1,0,unknown,website,sent_money,payment,company,,unknown,0.8,1,0,1,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,1,0,0,0,0,0,0,1,1,0,upi,website,sent_money,payment,none,unknown,unknown,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,0,0,0,1,1,0,0,unknown,social_media,none,none,individual,,unknown,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,website,clicked_link,payment,none,,unknown,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,bank,unknown,none,payment,unknown,unknown,unknown,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
1,meta,0,0,0,0,0,0,1,0,1,0,upi,unknown,sent_money,payment,company,10000,unknown,0.5,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,1,0,0,0,0,0,0,0,0,card,phone,none,payment,bank,,unknown,0.8,1,0,1,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,1,,,1,,,,,,,upi,website,sent_money,payment,company,3840,INR,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,telegram,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,unknown,none,transaction,individual,,unknown,0.8,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,0,0,0,0,0,1,0,unknown,none,none,none,none,unknown,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,unknown,unknown,unknown,unknown,,unknown,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
1,commerce,0,0,0,1,0,0,0,0,0,0,bank,email,sent_money,payment,company,1390,unknown,0.8,1,0,1,0,,,,,,,,,,,,,,,,,,,,,
1,social_engineering,0,0,0,0,0,1,1,1,0,0,unknown,email,none,none,FBI,15000000,USD,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
0,none,0,0,0,0,0,0,1,1,0,0,unknown,phone,none,none,ICE agent,,unknown,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,unknown,unknown,unknown,unknown,,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,0,0,0,0,0,1,0,unknown,telegram,none,none,none,unknown,unknown,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,email,deposited,payment,company,"$4,020 ",USD,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,1,0,0,0,0,0,0,1,0,card,sms,sent_money,payment,company,$488 ,USD,0.5,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,website,sent_money,transaction,none,,unknown,0.9,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,0,0,0,0,0,1,0,upi | card | bank | crypto | gift_card | unknown | none,sms | email | phone | social_media | website | app | unknown | none,sent_money | shared_credentials | clicked_link | installed_app | none | unknown,payment | verification | login | download | none | unknown,bank | government | company | individual | none | unknown,,unknown,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,0,0,0,0,0,0,0,unknown,social_media,sent_money,donation,orphanage,,unknown,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,email,clicked_link,none,unknown,unknown,unknown,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,,,,,,,,,,,crypto,youtube,clicked_link,none,unknown,unknown,unknown,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,door,received_money,payment,none,unknown,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,0,0,1,0,0,0,0,unknown,email,clicked_link,verification,TikTok,,unknown,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,crypto,website,clicked_link,none,company,,unknown,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,phone,none,unknown,unknown,unknown,unknown,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,0,0,0,0,1,1,0,0,unknown,email,sent_money,payment,elon musk,2500,unknown,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,0,0,0,0,0,1,0,unknown,none,none,none,none,unknown,unknown,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,website,sent_money,payment,none,unknown,unknown,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
1,commerce,,,,,,,,,,,card,phone,sent_money,payment,company,125,EUR,0.8,1,0,1,0,,,,,,,,,,,,,,,,,,,,,
1,commerce,0,0,0,1,0,0,0,0,0,0,gift_card,email,clicked_link,compensation,store,0,unknown,0.5,1,0,0,1,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,social_media,none,none,news channel,unknown,unknown,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,email,sent_money,payment,none,140,unknown,0.8,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,1,0,0,0,0,0,0,unknown,sms,none,none,unknown,unknown,unknown,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,sms,sent_money,payment,none,,unknown,0.9,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,commerce,0,0,0,1,1,0,0,0,0,0,upi,website,clicked_link,commerce,brand,,unknown,0.9,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,1,0,0,0,0,0,0,0,1,0,upi,email,sent_money,payment,individual,,unknown,0.8,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,crypto,unknown,none,none,none,21 million USD,USD,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,email,received_money,payment,professor,,unknown,0.9,1,0,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,0,0,0,0,0,1,0,unknown,none,sent_money,none,none,,unknown,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
1,social_engineering,0,0,0,0,0,0,1,1,0,0,unknown,social_media,none,none,individual,,unknown,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,,1,,,,,,,,,card,unknown,none,payment,unknown,,unknown,0.9,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
0,none,0,0,1,0,0,0,0,0,0,0,bank,sms,sent_money,transaction,bank,,unknown,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,1,0,0,0,1,0,0,0,0,card,email,shared_credentials,transaction,PayPal,,unknown,0.9,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,,,,,,,,,,,crypto,social_media,clicked_link,payment,company,,unknown,0.95,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,1,0,0,0,0,0,1,1,0,0,upi,email,sent_money,payment,company,,unknown,0.9,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,0,0,0,0,0,1,0,unknown,none,none,none,none,unknown,unknown,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,unknown,unknown,unknown,unknown,,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,unknown,unknown,unknown,unknown,,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,phone,none,none,none,unknown,unknown,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
1,phishing,0,0,0,0,0,1,0,0,0,0,unknown,email,clicked_link,phishing,google,,unknown,0.9,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
1,social_engineering,0,0,0,0,1,0,0,0,0,0,unknown,phone,none,none,individual,1000,unknown,0.8,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,1,1,0,0,0,0,0,0,0,bank,phone,sent_money,payment,company,14.99,GBP,0.8,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,unknown,unknown,unknown,unknown,,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,social_engineering,0,0,0,0,0,0,1,1,0,0,unknown,sms,sent_money,none,individual,,unknown,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,phone,none,information,company,,unknown,0.5,1,0,1,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,1,0,0,0,0,0,1,0,crypto,unknown,sent_money,payment,none,100000,USD,0.5,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,social_media,clicked_link,none,unknown,unknown,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,social_media,none,none,none,unknown,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,unknown,unknown,unknown,unknown,,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,1,0,0,0,0,1,0,0,bank,social_media,sent_money,payment,company,100,GBP,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
1,commerce,0,1,0,0,1,0,0,0,0,0,upi | card,email,sent_money,payment,company,,unknown,0.8,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
1,meta,0,0,0,0,0,0,0,0,1,0,unknown,none,none,none,none,unknown,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,social_media,sent_money,payment,company,,unknown,0.9,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,1,0,1,0,0,0,0,1,0,0,upi | card | bank,sms | email | phone,sent_money,payment,bank,,unknown,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
1,social_engineering,0,0,0,0,0,0,1,1,0,0,unknown,social_media,none,none,individual,unknown,unknown,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
1,commerce,0,0,0,0,1,0,0,0,1,0,bank,phone,sent_money,complaint,company,30000,INR,0.8,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,bank,social_media,sent_money,payment,philanthropist,"$1,800 ",USD,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,1,1,1,0,0,0,0,0,0,0,upi | card | bank | crypto | gift_card | unknown | none,sms | email | phone | social_media | website | app | unknown | none,sent_money | shared_credentials | clicked_link | installed_app | none | unknown,payment | verification | login | download | none | unknown,bank | government | company | individual | none | unknown,,unknown,0.9,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,,1,,,,,,,,,card,email,sent_money,payment,unknown,$800 ,USD,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,0,0,0,0,0,1,0,unknown,phone,none,none,dentist,4 front teeth,unknown,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
1,pig_butchering,0,0,0,0,0,0,0,0,1,0,unknown,website,none,none,unknown,unknown,unknown,0.8,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
0,none,,,,,,,,,,,unknown,phone,installed_app,replacement,none,₹46k,INR,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,,1,,,,,,,,,unknown,phone,none,none,none,unknown,unknown,0.8,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,,,,,,,,,,,crypto,website,clicked_link,payment,none,"$850,000 ",unknown,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
1,social_engineering,0,0,0,0,0,0,1,1,0,0,unknown,social_media,none,none,company,,unknown,0.8,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,unknown,unknown,unknown,unknown,,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,0,0,0,0,0,0,0,upi | card | bank | crypto | gift_card | unknown | none,sms | email | phone | social_media | website | app | unknown | none,sent_money | shared_credentials | clicked_link | installed_app | none | unknown,payment | verification | login | download | none | unknown,bank | government | company | individual | none | unknown,,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,sms,sent_money,payment,bank,,unknown,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,website,clicked_link,transaction,none,2500 USD,USD,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,0,0,0,0,0,1,0,unknown,none,none,none,none,146,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,,,,,,,,,,,crypto,telegram,sent_money,payment,individual,30,USD,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,0,0,0,0,0,1,0,unknown,none,none,none,none,,unknown,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,0,0,0,0,0,0,0,card,phone,none,transaction,company,,unknown,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,1,0,0,0,0,0,0,0,0,card,website,clicked_link,payment,company,98,USD,0.5,1,0,1,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,,,,,,,,,,,unknown,social_media,none,none,unknown,unknown,unknown,0.8,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,phone,sent_money,none,seller,unknown,unknown,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,,1,,,,,,,,,card,website,sent_money,investment,company,50000,USD,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,email,deposit_check,payment,crypto company,unknown,unknown,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,card,phone,clicked_link,payment,company,,unknown,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,1,0,0,0,0,1,0,0,bank,website,sent_money,transaction,company,,unknown,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,0,0,0,0,0,0,0,unknown,unknown,none,none,none,unknown,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,0,0,0,0,0,1,0,unknown,none,none,none,none,,unknown,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,1,,,,,,,,,,upi,sms,sent_money,payment,bank,70000,INR,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,social_engineering,0,0,0,0,0,0,1,1,0,0,unknown,phone,none,none,police officer,4 lakh,INR,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,,0,0,0,0,1,0,0,0,0,bank,sms,shared_credentials,verification,company,,unknown,0.5,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
1,commerce,,,,,,,,,,,card,website,sent_money,payment,company,,unknown,0.8,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,unknown,unknown,unknown,unknown,,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,0,0,0,0,0,0,0,crypto,website,clicked_link,trade,company,,unknown,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,unknown,unknown,unknown,unknown,,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,1,0,0,1,0,0,0,0,bank,email,sent_money,transaction,paypal,,unknown,0.8,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,unknown,sent_money,payment,none,194572,INR,0.8,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,email,sent_money,recovery,scammer,$some number,unknown,0.9,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
1,social_engineering,0,0,0,0,0,0,1,1,0,0,unknown,social_media,none,none,unknown,unknown,unknown,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,app,installed_app,payment,Sharekhan,2300000,INR,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
1,social_engineering,0,0,0,0,0,0,0,1,0,0,unknown,email,none,information,bank,unknown,unknown,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,0,0,0,0,0,1,0,unknown,email,none,none,government,,unknown,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,crypto,website,installed_app,transaction,unknown,unknown,unknown,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,email,clicked_link,none,unknown,unknown,unknown,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
1,commerce,0,0,0,1,0,0,0,0,0,0,upi,email,sent_money,payment,company,,unknown,0.8,1,0,1,0,,,,,,,,,,,,,,,,,,,,,
1,commerce,,1,,,,,,,,,card,delivery,received,none,Ulta Beauty,,unknown,0.5,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,0,0,0,0,0,1,0,unknown,phone,shared_credentials,none,none,unknown,unknown,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
1,commerce,0,0,0,1,0,0,0,0,0,0,bank,social_media,sent_money,commerce,company,$20 ,USD,0.5,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,social_media,none,none,none,,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,website,sent_money,payment,company,,unknown,0.9,1,0,1,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,1,0,0,0,0,0,0,0,0,0,upi,sms,sent_money,payment,unknown,$175 ,USD,0.8,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,email,sent_money,payment,none,,unknown,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,social_media,none,none,none,,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
0,none,,,,,,,,,,,unknown,phone,none,none,law enforcement,unknown,unknown,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
0,none,,,,,,,,,,,unknown,website,clicked_link,commerce,company,unknown,unknown,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,
0,none,,,,,,,,,,,unknown,website,clicked_link,commerce,none,unknown,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,website,clicked_link,commerce,none,0,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,website,clicked_link,payment,company,,unknown,0.8,1,0,1,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,,1,,,,,,,,,card,social_media,sent_money,payment,individual,2500000,unknown,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,phone,sent_money,transaction,bank,,unknown,0.8,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,commerce,0,1,0,1,0,0,0,0,0,0,card,website,sent_money,payment,company,263.9,EUR,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,0,0,0,0,1,0,0,unknown,phone,none,none,none,unknown,unknown,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,,1,,,,,,,,,crypto,website,sent_money,payment,unknown,1500,unknown,0.9,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,0,0,0,0,0,1,0,unknown,website,none,none,unknown,unknown,unknown,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,0,0,0,0,0,1,0,0,unknown,sms,sent_money,payment,none,,unknown,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,social_media,none,none,individual,,unknown,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
1,commerce,0,0,0,1,1,0,0,0,0,0,upi,website,sent_money,payment,unknown,20,INR,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,sms,sent_money,none,individual,,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,bank,phone,reported,dispute,bank,"$1,000 ",USD,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,app,installed_app,commerce,none,,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,,1,,,,,,,,,card,phone,sent_money,payment,unknown,,unknown,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,,1,,,,,,,,,bank,email,none,payment,government,,unknown,0.9,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,email,gave_money,payment,unknown,$350 Canadian,CAD,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
1,social_engineering,0,0,0,0,0,0,0,1,0,0,unknown,social_media,none,none,individual,,unknown,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,,0,,,,,,,,,card,phone,sent_money,payment,company,$1 ,USD,0.5,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,social_engineering,0,0,0,0,0,1,1,1,0,0,unknown,phone,none,none,individual,unknown,unknown,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,website,opened_wallet,payment,none,,unknown,0.9,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,social_media,none,none,none,unknown,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,0,0,0,0,0,1,0,unknown,none,sent_money,none,none,,unknown,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,1,0,0,0,0,0,0,0,0,bank,mail,sent_money,payment,township,,unknown,0.8,1,0,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,1,0,0,0,0,0,0,0,bank,website,sent_money,payment,none,unknown,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,commerce,0,0,0,1,0,0,0,0,0,0,bank,website,clicked_link,commerce,company,,GBP,0.8,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,,1,,,,,,,,,card,phone,shared_credentials,transaction,company,,unknown,0.5,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,0,0,0,0,0,0,0,upi,app,sent_money,payment,company,9829,INR,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,website,installed_app,none,none,,unknown,0.8,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,1,0,0,0,0,0,1,0,bank,website,holded coin,none,crypto team,,unknown,0.9,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,1,0,0,0,0,0,0,0,0,card,unknown,sent_money,payment,none,,unknown,0.8,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,transaction,0,0,1,0,0,0,0,0,0,0,bank,sms,sent_money,payment,company,82000,unknown,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,0,0,0,0,0,0,0,unknown,none,none,none,none,unknown,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,unknown,unknown,unknown,unknown,,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,social_engineering,0,0,1,0,0,0,1,1,0,0,bank,email,clicked_link,transaction,google,$140k,USD,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1,commerce,,1,,,1,,,,,,crypto,website,sent_money,investment,company,,unknown,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,0,0,0,0,0,0,0,0,0,0,unknown,website,none,investment,company,,unknown,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
1,commerce,0,0,0,1,1,0,0,0,0,0,upi,social_media,sent_money,payment,company,,unknown,0.8,1,0,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,phone,none,loan,bank,10 lakh,INR,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,
-1,none,,,,,,,,,,,unknown,email,none,none,none,unknown,unknown,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
